variable,question,module,type,full,short,hce,default,coding
a2_51,Was there blood in the stool up until death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_52,Did [name] stop urinating?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_53,Did [name] vomit in the week preceding the death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_54,For how long before death did [name] vomit?,adult,numeric,1,1,0,0,
a2_55,Was there blood in the vomit?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_56,Was the vomit black?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_57,Did [name] have difficulty swallowing?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_58,For how long before death did [name] have difficulty swallowing?,adult,numeric,1,1,0,0,
a2_59,"Was the difficulty with swallowing with solids, liquids, or both?",adult,categorical,1,1,0,9,"1 ""Solids"" 2 ""Liquids"" 3 ""Both"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_60,Did [name] have pain upon swallowing?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_61,Did [name] have belly pain?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_62,For how long before death did [name] have belly pain?,adult,numeric,1,1,0,0,
a2_63_1,Was the pain in the upper or lower belly?,adult,categorical,1,1,0,9,"1 ""Upper belly"" 2 ""Lower belly"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_63_2,Was the pain in the upper or lower belly?,adult,categorical,1,1,0,9,"1 ""Upper belly"" 2 ""Lower belly"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_64,Did [name] have a more than usual protruding belly?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_65,For how long before death did [name] have a protruding belly?,adult,numeric,1,1,0,0,
a2_66,How rapidly did [name] develop the protruding belly?,adult,categorical,1,1,0,9,"1 ""Rapidly/Fast"" 2 ""Slow(ly)"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_67,Did [name] have any mass in the belly?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_68,For how long before death did [name] have a mass in the belly,adult,numeric,1,1,0,0,
a2_69,Did [name] have headaches?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_70,For how long before death did [name] have headaches?,adult,numeric,1,1,0,0,
a2_71,Was the onset of the headache fast or slow?,adult,categorical,1,0,0,9,"1 ""Rapidly/Fast"" 2 ""Slow(ly)"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_72,Did [name] have a stiff neck?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_73,For how long before death did [name] have stiff neck?,adult,numeric,1,1,0,0,
a2_74,Did [name] experience a period of loss of consciousness?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_75,Did the period of loss of consciousness start suddenly or slowly?,adult,categorical,1,1,0,9,"1 ""Suddenly"" 2 ""Slowly"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_76,For how long did the period of loss of consciousness last?,adult,numeric,1,1,0,0,
a2_77,Did the period of loss of consciousness continue until death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_78,Did [name] experience a period of confusion at any time in the three months prior to death?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_79,For how long did the period of confusion last?,adult,numeric,1,1,0,0,
a2_80,Did the period of confusion start suddenly or slowly?,adult,categorical,1,0,0,9,"1 ""Suddenly"" 2 ""Slowly"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_81,Did [name] experience memory loss at any time in the three months prior to death?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_82,Did [name] have convulsions?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_83,For how long before death did the convulsions last?,adult,numeric,1,1,0,0,
a2_84,Did the person become unconscious immediately after the convulsions?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_85,Was [name] in any way paralyzed?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_86,For how long before death did [name] have paralysis?,adult,numeric,1,1,0,0,
a2_87_1,Paralyzed right side (arm and leg),adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_2,Paralyzed left side (arm and leg),adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_3,Paralyzed lower part of body,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_4,Paralyzed upper part of body,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_5,Paralyzed one leg only,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_6,Paralyzed one arm only,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_7,Paralyzed whole body,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_8,Paralyzed refused,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_9,Paralyzed don't know,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_10a,Paralyzed other,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a2_87_10b,"Paralyzed other, specify",adult,text,1,1,0,'',
a3_01,Did [name] have any swelling or lump in the breast?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_02,Did [name] have any ulcers (pits) in the breast?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_03,Had [name] periods stopped naturally because of menopause?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_04,Did [name] have vaginal bleeding after cessation of menstruation? (post menopausal),adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_05,Did [name] have vaginal bleeding other than her period? (intermenstrual),adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_06,Was there excessive vaginal bleeding in the week prior to death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_07,At the time of death was her period overdue?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_08,For how many weeks was her period overdue? [in days],adult,numeric,1,1,0,0,
a3_09,Did [name] have a sharp pain in the belly shortly before death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_10,Was [name] pregnant at the time of death?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_11,For how many months was she pregnant? [in days],adult,numeric,1,1,0,0,
a3_12,Did [name] die during an abortion?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_13,Did bleeding occur while she was pregnant?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_14,Did she have excessive bleeding during labor or delivery?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_15,Did she die during labor or delivery?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_16,For how long was she in labor?,adult,numeric,1,1,0,0,
a3_17,Did she die within 6 weeks after having an abortion?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
